"threemonth","satisfactory","storerating","creditLevel","type","tripschedule","num_spot","price.level","title.type","title.level","combo.level","plane","CRH","train","coach","giftcard","teamdiscount","discount","earlydiscount","vipdiscount","trip_guarantee_1","trip_guarantee_2","no_self_financed","no_forced_shopping","describes","refund","hot_names"
29,"=100",5,0,"国内游","中期","多","中","跟团游","普通","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"知名"
28,"=100",5,4,"国内游","短期","unknown","低","自由行","豪华","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"小众"
26,"=100",5,0,"国内游","长期","多","中","跟团游","普通","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
25,"=100",4.9,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"普通"
26,"=100",5,3,"国内游","中期","中","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"普通"
27,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
27,"=100",5,2,"国内游","短期","unknown","低","自由行","豪华","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
26,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
23,"=100",5,2,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
24,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
27,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
29,"=100",5,0,"国内游","中期","中","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"普通"
22,"=100",5,3,"国内游","中期","中","中","跟团游","豪华","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"小众"
35,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
39,"<=98",5,2,"国内游","长期","中","中","跟团游","豪华","经济型",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"小众"
26,"=100",5,0,"国内游","中期","unknown","中","自由行","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
34,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
25,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
30,"=100",5,2,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"普通"
21,"=100",5,3,"国内游","中期","少","高","跟团游","豪华","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"知名"
22,"=100",5,4,"国内游","短期","unknown","中","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"小众"
29,"=100",5,5,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"普通"
31,"=100",5,0,"国内游","中期","中","中","跟团游","豪华","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
40,"=100",5,2,"国内游","中期","多","中","跟团游","普通","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"小众"
104,"=99",5,3,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"小众"
28,"=99",5,5,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"普通"
23,"=100",5,4,"国内游","中期","多","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"小众"
23,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
22,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
33,"=100",5,4,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"小众"
30,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
22,"=100",5,4,"国内游","中期","unknown","中","自由行","普通","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
29,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
20,"=100",5,0,"国内游","中期","少","中","跟团游","轻奢","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"普通"
24,"=100",5,5,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"普通"
24,"=99",5,0,"国内游","短期","unknown","低","自由行","轻奢","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
23,"=100",5,5,"国内游","中期","多","中","跟团游","普通","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"小众"
30,"=100",5,0,"国内游","短期","unknown","中","自由行","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
65,"=99",5,0,"国内游","短期","unknown","中","自由行","豪华","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
37,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
28,"=100",5,2,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
22,"=100",5,3,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"小众"
28,"=100",5,3,"国内游","短期","unknown","中","自由行","普通","经济型",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
29,"=100",5,0,"国内游","中期","多","中","跟团游","轻奢","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"普通"
22,"=100",5,2,"国内游","短期","unknown","低","自由行","普通","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
27,"=99",5,5,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"普通"
22,"=100",5,0,"国内游","中期","多","中","跟团游","轻奢","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"普通"
32,"=100",5,5,"国内游","短期","unknown","低","自由行","豪华","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
31,"=100",5,0,"国内游","短期","unknown","低","自由行","豪华","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
27,"=99",5,3,"国内游","中期","多","中","跟团游","豪华","经济型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"普通"
27,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
29,"=100",5,3,"国内游","短期","unknown","中","自由行","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
22,"=100",5,4,"国内游","中期","unknown","中","自由行","普通","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
27,"=100",5,0,"国内游","中期","unknown","中","跟团游","豪华","经济型",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
25,"=100",5,0,"国内游","中期","多","中","跟团游","普通","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
24,"=100",5,0,"国内游","中期","多","中","跟团游","普通","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"普通"
27,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"普通"
35,"=100",5,5,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"普通"
26,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"小众"
26,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
25,"=100",5,0,"国内游","中期","unknown","中","跟团游","豪华","经济型",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
26,"=100",5,0,"国内游","中期","多","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"普通"
33,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
607,"=99",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
28,"=100",5,3,"国内游","中期","中","中","跟团游","普通","经济型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"普通"
28,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
20,"=100",5,2,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"小众"
28,"=100",5,2,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
25,"=100",5,0,"国内游","中期","多","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"小众"
26,"=100",5,4,"国内游","短期","unknown","中","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"小众"
23,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
115,"=99",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
23,"=100",5,0,"国内游","中期","中","中","跟团游","普通","经济型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"普通"
24,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
42,"=99",5,0,"国内游","短期","unknown","低","自由行","轻奢","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
24,"=100",5,0,"国内游","短期","unknown","低","自由行","轻奢","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
30,"=100",5,0,"国内游","短期","unknown","低","自由行","豪华","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
54,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
28,"=100",5,0,"国内游","中期","少","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"普通"
23,"=100",5,0,"国内游","长期","少","中","半自助","普通","经济型",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"普通"
28,"=100",5,4,"国内游","短期","中","中","跟团游","普通","豪华型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"知名"
23,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"知名"
30,"=100",5,0,"国内游","短期","unknown","低","自由行","豪华","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
21,"=100",5,3,"国内游","中期","多","中","跟团游","轻奢","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"小众"
21,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
25,"=100",5,4,"国内游","短期","unknown","低","自由行","豪华","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"小众"
37,"=100",5,0,"国内游","短期","unknown","中","自由行","轻奢","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
28,"=100",5,2,"国内游","长期","中","中","跟团游","普通","舒适型",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"小众"
29,"=100",5,2,"国内游","长期","中","中","跟团游","普通","舒适型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"小众"
29,"=100",5,5,"国内游","短期","unknown","低","自由行","豪华","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
31,"=100",5,3,"国内游","中期","多","中","跟团游","豪华","经济型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"普通"
25,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
28,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
24,"=100",5,0,"国内游","中期","unknown","中","跟团游","普通","经济型",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
25,"=100",5,0,"国内游","短期","unknown","中","自由行","豪华","舒适型",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
25,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
31,"=100",5,0,"国内游","短期","unknown","低","自由行","豪华","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
24,"=100",5,0,"国内游","短期","unknown","低","自由行","轻奢","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
31,"=100",5,0,"国内游","短期","unknown","低","自由行","轻奢","舒适型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
35,"=99",5,2,"国内游","短期","unknown","低","自由行","普通","豪华型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"普通"
60,"<=98",5,5,"国内游","中期","多","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"小众"
30,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
34,"=99",5,5,"国内游","中期","多","中","跟团游","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"小众"
26,"=100",5,2,"国内游","中期","多","中","跟团游","轻奢","豪华型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"小众"
28,"=100",5,4,"国内游","中期","中","中","跟团游","轻奢","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"小众"
29,"=100",5,0,"国内游","短期","unknown","低","自由行","豪华","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
26,"=100",5,0,"国内游","中期","多","中","跟团游","普通","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"知名"
32,"=100",5,0,"国内游","中期","中","中","跟团游","普通","经济型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"普通"
29,"=100",5,0,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
28,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"普通"
28,"=100",5,0,"国内游","中期","多","中","跟团游","豪华","舒适型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"知名"
27,"=100",5,0,"国内游","中期","unknown","中","跟团游","轻奢","经济型",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
23,"=100",5,0,"国内游","中期","unknown","中","跟团游","普通","经济型",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
27,"=100",5,3,"国内游","短期","unknown","中","自由行","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
21,"=100",5,2,"国内游","中期","中","中","跟团游","普通","舒适型",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"小众"
28,"=100",5,5,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"普通"
25,"=100",5,0,"国内游","中期","unknown","中","自由行","普通","经济型",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"普通"
51,"=100",5,5,"国内游","短期","unknown","低","自由行","普通","经济型",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"普通"
27,"=100",5,0,"国内游","中期","unknown","中","跟团游","普通","经济型",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"知名"
